Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.025894,0.0510419,3276.3,2227.96,265.139,-32.2262,5.69466,4.73175,-0.310346,-1,0.830909,49.4755,0.00163895
0,0.0255053,0.0320758,3561.73,2083,265.07,-32.048,7.81907,7.23078,-0.30882,-1,0.924762,-70.3282,0.00245151
0,0.0256965,0.0346413,3422.9,2127.36,265.086,-32.1324,8.09301,8.01517,-0.300995,-1,0.990382,-78.6421,0.00350194
0,0.0259167,0.0583334,3057.19,2146.15,265.06,-32.3458,3.40961,2.74776,-0.298768,-1,0.805888,-66.392,0.00314569
0,0.0257742,0.0770226,2647.73,2032.93,264.94,-32.5723,4.18205,3.77335,-0.294716,-1,0.902271,88.8735,0.000603533
0,0.0258054,0.0484924,3042.5,2271.11,265.144,-32.3653,6.23282,5.29342,-0.290627,-1,0.849282,-85.6814,0.00198699
0,0.0259364,0.0736204,3525.98,2413.84,265.292,-32.0978,4.21418,3.83667,-0.289729,-1,0.910419,-87.6458,0.000597157
0,0.0254933,0.022169,3716.14,1966.18,265.007,-31.948,9.51057,7.62032,-0.282831,-1,0.801248,-73.7971,0.00276778
0,0.0258765,0.0449147,3227.31,2521.44,265.334,-32.2802,6.3655,5.28989,-0.278807,-1,0.831025,-9.01158,0.00209893
0,0.0257023,0.0427759,2873.08,2214.77,265.088,-32.4583,7.81426,4.5307,-0.277679,-1,0.579798,-49.0019,0.00251549
0,0.0256502,0.0474004,3274.33,1767.33,264.825,-32.1863,8.3882,4.98144,-0.275636,-1,0.593863,-3.48838,0.00321021
0,0.025742,0.030592,3364.95,2213.29,265.138,-32.1736,6.45438,6.37206,-0.267012,-1,0.987246,-76.0617,0.00220777
0,0.0258098,0.0655897,3358.99,1882.6,264.912,-32.1477,4.03503,4.03463,-0.263307,-1,0.999899,-32.3833,0.000604985
0,0.0257096,0.0460337,3281.01,2565.35,265.37,-32.2529,6.2232,5.43884,-0.261121,-1,0.873963,-27.4038,0.00204537
0,0.0257674,0.0640283,3101.15,2488.08,265.298,-32.3504,4.24388,3.87204,-0.259609,-1,0.912381,-87.8325,0.000531068
0,0.0257299,0.0362476,3639.69,1663.38,264.792,-31.9652,6.66879,6.31366,-0.259557,-1,0.946747,-79.1564,0.00214983
0,0.0256867,0.0421013,2690.4,2025.27,264.939,-32.547,6.50327,4.53075,-0.249548,-1,0.696689,-36.4787,0.00177916
0,0.0258176,0.039433,2846.75,1817.9,264.814,-32.4381,3.35328,3.11684,-0.249159,-1,0.92949,-68.4938,0.00341978
0,0.0256639,0.026182,3449.43,2220.02,265.152,-32.1252,7.96623,7.96475,-0.245568,-1,0.999814,-83.2764,0.00288497
0,0.0256643,0.0330648,2802.63,2337.37,265.164,-32.5098,6.59618,6.17851,-0.242098,-1,0.936681,-82.3464,0.0016481
0,0.0256596,0.0263728,3263.93,2352.36,265.223,-32.2443,7.76345,7.7623,-0.240989,-1,0.999851,-79.3943,0.00248721
0,0.0256873,0.058298,3345.31,1661.88,264.76,-32.1357,4.18357,3.9104,-0.237762,-1,0.934705,-86.788,0.000493016
0,0.0256826,0.0571531,2727.28,1730.63,264.741,-32.4992,4.11083,3.89731,-0.229491,-1,0.948061,-88.4482,0.00051029
0,0.0258127,0.0294565,3185.61,2663.46,265.427,-32.3167,6.96439,6.50015,-0.223577,-1,0.933341,-81.2096,0.00188164
0,0.0254413,0.0165999,2972.51,2018.22,264.964,-32.3834,9.9013,5.39627,-0.223221,-1,0.545006,-84.1768,0.00154635
0,0.0257064,0.0428158,2835.53,2277.39,265.127,-32.4855,5.67338,4.46559,-0.21784,-1,0.787114,-40.3491,0.00109281
0,0.0257878,0.0524603,3154.24,2401.66,265.245,-32.3121,4.19815,3.88419,-0.215754,-1,0.925213,-89.4957,0.000484623
0,0.0257044,0.050386,3087.93,2733.54,265.465,-32.3792,3.99349,3.9933,-0.203702,-1,0.999954,25.9558,0.00050286
0,0.0257709,0.0322208,2814.29,2675.46,265.397,-32.5324,5.74426,5.00917,-0.202571,-1,0.872032,-7.41609,0.00130932
0,0.0257231,0.0475234,3556.81,1866.97,264.922,-32.0316,4.25679,3.86693,-0.19867,-1,0.908415,87.034,0.000432157
0,0.0257504,0.0489093,3586.76,1814.62,264.89,-32.0095,4.19254,3.81326,-0.198555,-1,0.909535,-87.0164,0.000458173
0,0.0257412,0.0462864,3069.29,2375.71,265.218,-32.359,4.2708,3.87147,-0.194886,-1,0.906496,87.7017,0.000456484
0,0.0254052,0.0186777,3619.44,2004.34,265.022,-32.0075,8.14506,5.61714,-0.192863,-1,0.689638,-81.3689,0.00122945
0,0.0257269,0.0461037,2992.9,1954.63,264.923,-32.366,4.10633,3.90009,-0.188846,-1,0.949774,78.8831,0.000397635
0,0.0256154,0.0306729,2664.14,1888.43,264.843,-32.5499,7.8125,5.58145,-0.185075,-1,0.714426,-2.61476,0.00202976
0,0.0261581,0.0472917,2712.01,2104.84,264.996,-32.5416,3.90394,3.89825,-0.184434,-1,0.998543,29.5666,0.00175579
0,0.0257167,0.0440334,3133.21,2808.84,265.521,-32.3594,4.19519,3.86071,-0.182536,-1,0.920272,-72.8721,0.000463304
0,0.0256675,0.0244553,2766.66,2691.73,265.403,-32.5613,7.5603,7.41717,-0.178051,-1,0.981068,-8.55213,0.00214435
0,0.0267125,0.046037,3195.15,2213.97,265.121,-32.272,3.89364,3.86105,-0.177615,-1,0.99163,-40.3709,0.00443831
0,0.0257506,0.0397532,3387.94,2209.16,265.138,-32.1599,4.3148,3.86564,-0.170971,-1,0.895902,88.5997,0.00043456
0,0.0256194,0.0314653,3273.27,1654.15,264.747,-32.1767,5.24264,4.33712,-0.170812,-1,0.827277,-64.3723,0.000679536
0,0.02576,0.0416516,3271.73,2453.88,265.293,-32.2487,4.08507,3.84419,-0.168724,-1,0.941033,88.7851,0.000411356
0,0.0257547,0.0387985,3233.8,2237.99,265.141,-32.2517,4.29564,3.8856,-0.167728,-1,0.904544,86.5991,0.000405427
0,0.0257193,0.0399782,3057.99,2198.84,265.096,-32.35,4.19984,3.85649,-0.166911,-1,0.918247,82.0732,0.000403842
0,0.0256333,0.0152717,3437.1,1986.25,264.991,-32.1117,8.43189,7.95035,-0.16685,-1,0.942891,-77.7241,0.00168528
0,0.0256799,0.0394278,2903.71,1940.81,264.904,-32.4163,4.24639,3.7982,-0.164838,-1,0.894455,84.2928,0.000396192
0,0.0257853,0.0384384,3079.75,2088.87,265.023,-32.3277,4.19098,3.8913,-0.162764,-1,0.928495,-83.806,0.000522104
0,0.0255706,0.0178409,3576.51,1836.21,264.903,-32.0174,8.19458,8.14409,-0.162648,-1,0.993838,-10.752,0.00199929
0,0.0256918,0.0375772,3211.94,2691.77,265.449,-32.3038,4.18313,3.88896,-0.159016,-1,0.929677,-89.2176,0.000394247
0,0.0252663,0.00998063,2705.3,1823.42,264.802,-32.5203,9.95264,5.93611,-0.155255,-1,0.596436,-5.20551,0.00109617
0,0.0255785,0.027232,3187.61,1783.3,264.826,-32.238,6.05238,4.30852,-0.153274,-1,0.711872,24.9141,0.000933524
0,0.0256704,0.0339734,3539.92,2515.4,265.363,-32.0985,4.29145,3.85399,-0.14619,-1,0.898062,75.866,0.00038386
